question_language,term,sample_english,term_occurrences,n_questions
swa,nyekundu,S. If you want to plant seedlings via potatoes such as neeku neeku  or via red leaves you use a bunch of eggs and carefully how long it takes to harvest.,5,3
swa,vina,I'm with the chicks who are cooking like a cold at any time and lifting their heads up every six or so times.,5,2
swa,muranga,Where do you get your money from?,5,4
swa,kenchic,Q: How many months does a kenchic chicken last?,5,5
swa,niwe,"I want to be a chicken salesman, where can I get them?",5,3
swa,shoko,S Niko and Maragwe have five sons and five daughters.,5,5
swa,ugonjwa?,I'm sick of my grandmother's illness but I'm dying of a bacterial illness.What medication should I use to prevent this illness?,5,3
swa,ksh,S Nauza has a gunia of 30.500 Ksh per gunia. Unazikujia Baringo. NPigie 2547927956,5,5
swa,hukua,S Kienyeji Chicken Approved Hukua for a short time.,5,3
swa,halafu,"If I plant corn pila fertilizer, and then I use a mixture of D A P and urea, will it grow?",5,5
swa,napier,S napier is what makes a cow drink more milk.,5,3
nyn,aine,E#HUMAN WORKING IN THE WORLD OF GOD AYOHEREZA'S WITNESS WITNESS THE WORLD RIMMER and the name of Jesus and the name of YABA ARAGUZA and ANACLET RUHIJA RUBANDA DISTRICT webare 0756761107,5,3
swa,jina,Q-iko is a mixture of sugura and mnisaiyekind to tell you the name of the drug.,5,3
nyn,ahamutwe,Who is the prophet ishair to tell us the name of the bird and uncover the head of a man who has been shot in the back and hit his head in the head?,5,4
nyn,nanimbuza,And who asked me if I was going to be able to make a living from music?,5,5
swa,maswali,Q since you have to ask questions,5,5
nyn,nkakoraki,How can I have a good relationship with a poor person?,5,5
nyn,kurungi,E. Who am I to look at the good that has brought us 3 years of hard work?,5,5
swa,fuga,What kind of good kind of cake can you make on the Busia side?,5,3
nyn,nanye,E Nanye Mbyine Ebihimba Twente 200 Kgs Shs 2000 Orikubyenda Atere 0774294553 Garukamu Na E2 Starting the Message,5,5
nyn,atere,E Nanye Mbyine Ebihimba Twente 200 Kgs Shs 2000 Orikubyenda Atere 0774294553 Garukamu Na E2 Starting the Message,5,5
nyn,nazo,"In addition to KUNU KWG, we have been given the opportunity to work with the NAZO ZITITANDIRES to work with the UNITED STATES OBURWAIRE BENTE NGUNI KYIFURUTO, OMBAZI NIGUHA DAMYANO TUMUHIMBISE KWG D.",5,4
swa,meru,S:iko meru town side gani,5,5
swa,anatoa,S# Ngo'mbe Gani Provides Milk to the Whole Unapotumia Dairy Meal,5,5
swa,maize,Q niko na shamba 100 acres in naivasha napandanga corn and beans wt no profit advice plz,5,4
nyn,ngihe,What kind of nurse is Martha Kuruga Sheema?,5,5
lug,innocent,E# LUKENGE INNOCENT DAGALA and RYE NKOZESA have been killed by KASOLI.,5,4
nyn,nibwera,I've been working on 5 long lines and I'm coming back soon.,5,5
nyn,milton,"E# Milton Niihimba asks, ""What do you want me to do when I get married?""",5,5
nyn,tel,His name is Happy Innosent Kurunga Kabale District Questions Kage.nyine Emondi Munyabe Syndicate Abanguzi Orazenda Tel No 0776625772,5,5
nyn,noha,E# Obutunguru Nibwera Koka Noha Manyuwa Ehikemu Munoga Kandi Itaka Riberi Orushenyi E137 Oterere 0783584376 is the name of the bird that is found in the world.,5,5
swa,mzinga,Where's my bike and where's my bike?,5,3
nyn,nimwe,"In the past, we've had a lot of problems with our friends and colleagues.",5,4
swa,futi,"S,I'd like to grow a 100 degree chicken pie and I'll build your house with chicken.I'll have a few feet per square foot.",5,3
nyn,kukora,What do I do when I'm a kid? What do I do when I'm a kid? What do I do when I'm a kid?,5,5
nyn,ebitokye,"He is the wife of Joseph Joseph, 17 years old, and has a life expectancy of less than 10 years, Zirababuka ZIBEZACINECE MURABASAKUMPAMUBAZIKI ENAMBA0702605731",5,5
nyn,zamahuri,E ekooko zamahuri nozimanya ota is common nozigura.,5,4
nyn,nzihe,E.N.O.C.E.K.E.N.O.C.E.N.O.C.E.N.O.C.E.N.O.C.E.N.O.C.E.N.O.C.E.E.N.O.C.E.E.N.O.C.E.E.N.O.C.E.E.N.O.C.E.E.E.N.O.C.E.E.E.N.O.C.E.E.E.N.O.C.E.E.E.E.E.E.E.E.E.E.E.N.C.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E.E. is the,5,5
nyn,kasese,Do I want to buy a diamond in the rough?,5,5
nyn,nta?,I asked if I wanted to grow carrots and start a new one.,5,5
nyn,amoya,E four young women are born in a yellow car called nkoreki.,5,5
nyn,ezenyama,I'm Mr. Emmanuel and I want to start raising chickens with meat.,5,5
nyn,ebika,"The question is, what do you want to say about his grandmother jackson rubanda?",5,5
nyn,tinyine,"Q. What is the meaning of the words ""I am against the devil"" in the words of the Bible?",5,4
nyn,katare,"Q. What is the meaning of the words ""I am against the devil"" in the words of the Bible?",5,4
nyn,ninkozesa,"In the meantime, I've been working on a new game, and I've been working on a new game.",5,4
nyn,bwine,"If you're a child, do you want to know where your father lives? or do you want to play music?",5,5
swa,john,And thank you John for your prayers.,5,4
nyn,ebichori,EBICHORI BIRI HARIZINGAHI and we are together.,5,5
nyn,enungi,What is the meaning of life and what is the meaning of life?,5,4
nyn,bwe,"If I give birth to twenty chickens that have died in the wild, should I send fifteen of them to the wild?",5,5
swa,anahara,"My goat is so hot, how long do I have to wait, and why?",5,4
nyn,bwirekyi,What is the key to the growth of the Ahakwemya Nikyitwara Bwirekyi? is Kasigazi Nyanga Aharutindo.,5,5
swa,anaanza,How do you cook chicken when you start laying eggs and you start laying eggs?,5,4
swa,nikwanini,S niliona person akichovya did not come without being bitten by bees and had no protection nikwanini.,5,5
nyn,mungarukemu,"A lot of people don't even know what they're doing when they're trying to send our kids to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school.",5,3
nyn,esimu,"If you have 250 pounds of weight, you can call 0700489699 ,0755788070 at any time.",5,5
lug,nima,"Agriculture and agriculture, agriculture and soils, agriculture and agriculture, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, and food and beverages.",5,1
lug,obulunzi,"Agriculture and agriculture, agriculture and soils, agriculture and agriculture, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, and food and beverages.",5,1
lug,nunda,"Agriculture and agriculture, agriculture and soils, agriculture and agriculture, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, and food and beverages.",5,1
lug,bumyu,"Agriculture and agriculture, agriculture and soils, agriculture and agriculture, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, and food and beverages.",5,1
lug,ebyobumyu,"Agriculture and agriculture, agriculture and soils, agriculture and agriculture, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, and food and beverages.",5,1
lug,ngakizitowa,"Agriculture and agriculture, agriculture and soils, agriculture and agriculture, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, food and beverages, and food and beverages.",5,1
lug,embuzi,Where are the goats?,5,5
nyn,emihendo,It's the second-biggest car accident in all of Uganda's history.,5,5
nyn,ekitokye,"I'll tell you that I'm tired, but I'm tired, and I'm not ready, but I'm waiting for something to happen.",5,4
swa,hasa,"I'd like to grow a chicken, especially a grilled chicken, so I can do it.",5,4
lug,melon,How strong is the watermelon? how strong is the watermelon? how strong is the watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon?,5,5
nyn,gwayo,"How many goats does the goat take, including its young?",5,3
swa,nieleze,How can I learn how to ride a carriage in India?,5,5
swa,bora?,"Is there a way to save the world, and which is the best way?",5,5
swa,zake,Do you also want to know the Nazi matumiz and its benefits and zip?,5,4
lug,waliwo,Are there any farmers who say they won't be discharged from the ranch?,5,5
nyn,wilson,"And by WILSON KAMWENGE, I've always wanted to drive a car.",5,4
swa,utaga,The best way to do this is to make sure that you're able to stay healthy and healthy.,5,2
swa,kunyunyuzia,Do we have an incentive to grow on plants?,5,4
swa,sai,What kind of rain did the pandas have to pay for this time of year?,5,5
swa,sunflower,Where is the sunflower seed planted?,5,4
swa,nairobi,How much is the price of a single barbecue in Nairobi?,5,4
nyn,okoma,"If you love the taste of being rich, why don't you?",5,5
nyn,rubanda.,I'm going to take a look at the book by Benjamin Rubanda.,5,5
nyn,korekyi,E omwani gwangye nigoma amatagi korekyi mwebare is the name of the game.,5,4
swa,kukoma,S Why the beans come when the next crop rises.,5,5
swa,kupea,Q: Do you use cow's milk to show signs of diarrhea?,5,4
nyn,enjungu,E Help Enkooko enjungu kukaikura ekanga namahuli aigaha?.,5,4
nyn,obutagyi,"I've been working with my kids for four (4) years, but I've seen the lack of confidence and fear of being in the middle of a tough situation.",5,4
swa,hivi,"I asked, ""What do I want to feed the chicken with?",5,3
swa,skayls,"S Skayls' medication for the dangers of marijuana or coffee, how does it stop scals?",5,2
nyn,ebizimba,What are the four chickens that make up the corkscrew?,5,3
swa,ngo,Where can I find something to talk about?,5,5
nyn,enyaanya,I'm trying to say yes to the short story.,5,5
swa,naona,I've planted tomatoes but I don't think they work well.,5,5
swa,grace,"Grace and I ask, ""What medication should I use to help vegetables and health and be protected by insects, even if it doesn't go fast because of the sun?""",5,3
swa,jua,"Grace and I ask, ""What medication should I use to help vegetables and health and be protected by insects, even if it doesn't go fast because of the sun?""",5,3
swa,kizungu,"Q is between the eye and the eye of the beard, which grows rapidly.",5,2
swa,nimelima,I've grown a grandmother and now I've got one and now I've got one.,5,3
swa,upate,I hope you get advice from a doctor.,5,4
swa,niwapi,Where can you get something to eat?,5,4
swa,jameni,Where do you get your medication?,5,5
swa,kweli,Is there an egg-laying machine in Bungoma anywhere? I've heard rumors about it on the web. am I right?,5,4
nyn,rogers,"When I asked my friends to look at me, they looked at me, they looked at me, they looked at me, they looked at me, they looked at me, they looked at me, they looked at me, they looked at me, they looked at me, they looked at me, they looked at me, they looked at me, they looked at me, they looked at me, they looked at me, they looked at me, they looked at me, they looked at me, they looked at me, they looked at me, they looked at me, they looked at me, they looked at me, they looked at me, they looked at me, they looked at me, they looked at me, they looked at me, they looked at me, they looked at me, they looked at me, they looked at me, they looked at me, they looked at me, they looked at me, they looked at me, and they looked at me.",5,5
swa,pls,"S, please get the number of Sainda Pls.",5,4
swa,ichanchwe,"How long do chickens die and how long do they die, and how long do chickens die and how long do they die?",5,2
swa,months,How many months does the pineapple take before it is ready to grow?,5,5
nyn,enyama,Do you eat beef that you can't eat when touched by a human?,5,3
nyn,nkakoresa,How do I convince a customer to turn up at eight hours to watch the show?,5,5
swa,ziongeze,"If you want meatballs, you don't need to make them or eat them in order to increase their weight.",5,3
nyn,nitunga,"E Nitunga Enkoko, Empunu, Empuzi as well as Water Melon, Amoozi, Obutunda are included.",5,1
nyn,"empunu,","E Nitunga Enkoko, Empunu, Empuzi as well as Water Melon, Amoozi, Obutunda are included.",5,1
swa,kericho,I want a four-month-old chicken and I said the 200 number is 0721313182 in Kipkelion kericho county.,5,3
swa,uza,Q nina sukuma nitaya  uza where'niko ngarua,5,4
swa,"kienyeji,","Elphas asks: ""I have the time to wake up from the dead, I have the time to pray, what can I do?""",5,2
swa,wakue,"When chickens do not grow quickly, they are given what medication to grow quickly?",5,4
swa,ph1,"I've harvested a little corn, what's the point of getting seventy pounds of corn in an acre, then that corn was a pocket PH1 , like nilitumia and pia niliyapalilia and then nikayakatia for cattle, what was the point?",5,3
swa,anapo,S; chicken when anxa k rudi behind hu and ill huitwaje.,5,3
nyn,bwa,"E. Nimubaziki, who is working to raise a secondary childhood, is a Sunday school teacher.",5,5
swa,ngurue,What is the meaning of hurrah after mdagani?,5,4
swa,mawaidha.,S. I want to raise cattle.,5,3
swa,ufuganji,"I live in a city where I love to drink beer, but I need to eat food before I can practice flying.",5,2
swa,via,S/FED NICK  DAY 3 WHY should I be given the right to ask questions?,5,2
swa,nikama,Q I have small chicks and they die each N ever time Zikijikuja Nikama Zina feels cold then Zinka dies Na Nimezipa drug But still no change,5,3
swa,gunia.,S nauza for 30 gunia. 500 Ksh for gunia. Unazikujia Baringo. Pigie 2547927956,5,5
