question_id,question_content,question_language,question_topic,question_user_country_code,question_sent,translated_en
3852619,"E Nibuza Anbuzi Eratanaka Nimbasa,kugyihakyi, Kagyiha Omubazigwenjoka Nagyitera Ekyikato Kya Vitameni",nyn,goat,ug,2017-11-22 15:49:12+00:00,"E Nibuza Anbuzi Eratanaka Nimbasa,kugyihakyi, Kagyiha Omubazigwenjoka Nagyitera is also a member of the Vitamin C family."
3852696,E Obuyambi Nkatunga Nta Embibo Ya Muhogo Erikwera Juba,nyn,cassava,ug,2017-11-22 15:56:16+00:00,"In the aid of construction, there is no shortage of seeds."
3852700,E OMUCCERI (RICE) NIGWERIRA AMEEZI ANGAHI?.,nyn,rice,ug,2017-11-22 15:56:24+00:00,How long have you been on the receiving end of this recipe?
3852704,Nauliza ng.ombe ikingojeka utampa dawa gani ili ipone,swa,cattle,ke,2017-11-22 15:56:41+00:00,I asked a young cow what medicine it would take to survive.
3852747,"E  NYIINE EMPUNU ZANGYE KANDI ZAABA ZIRWAIRE ,TINKABONA OMUBAZI AHONAHO. AHO, MUKANYAMBA BATA. KANDI SHI, EMONDI ZANGYE KUZIRAKIRA KOOMA, MUKAMPA BUHABUZI KI.",nyn,pig,ug,2017-11-22 16:00:31+00:00,"These are my horses and my clothes, we see a woman here. Ah, my father's wife. And she, my friend Kuzirakira Kuoma, is a good friend."
3852751,E WEMBA NSIMBYE MERON  AYIINZA  OKUMERA  ERA NAKURA  MUKISERAKINO,lug,melon,ug,2017-11-22 16:00:45+00:00,E WEMBA NSIMBULGYE MERON AYIINZA OKUMERA ERA was born in Mukisarakino.
3852758,E hati ninyenda mungambire ebeyi ye mondi mbisi .mu district yitu kabale,nyn,,ug,2017-11-22 16:01:43+00:00,And now I'm going to go to the local fisherman's club in our district of Kabul.
3852777,S n dawa gani mkulima anapea mbwa wkt bado n wachanga,swa,dog,ke,2017-11-22 16:04:24+00:00,It's not enough for a farmer to feed a dog when he's still a kid.
3852786,"S NINA NG'OMBE AMBAYE NIMJAMZITO,NA ANATOA DAMU KILA ASUBUHI.NITAMSAIDIAJE? NA AMECHUKUA MIEZI TISA.",swa,cattle,ke,2017-11-22 16:05:12+00:00,"I am a mother of love and joy, and I love blood every day of my life."
3852868,E ENTE OSHEMERIRE KUREKA'KUNGIKAMA HAKUBURAYO AMEZI AGAHI EKAZARA?,nyn,cattle,ug,2017-11-22 16:10:57+00:00,Who is to blame for the death of Habakkuk and Caesar?
3852889,"S Army worms wamefamia mahindi yangu na bado hayajatoa kichwa, nifanyaje?",swa,maize,ke,2017-11-22 16:12:02+00:00,"Army worms have eaten my corn and still scratched my head, what should I do?"
3852895,E Ebyokambijerizeho Bikanga,nyn,,ug,2017-11-22 16:12:52+00:00,And what I'm doing is making a difference.
3852902,S ndege aina njiwa'nitampata wapi na pesa???????,swa,bird,ke,2017-11-22 16:13:21+00:00,Where do I get the money from???????
3852902,S ndege aina njiwa'nitampata wapi na pesa???????,swa,pigeon,ke,2017-11-22 16:13:21+00:00,Where do I get the money from???????
3852910,E Ebikyori Nibyera Mwitaka Ki?,nyn,,ug,2017-11-22 16:13:54+00:00,E  Ebikyori Nibyera What is it?
3852919,E Nyine eitaka ryangye nkonka tirine rwenjo. Kandi ninyenda kuhingamu ebihimba kozese kirisa ki?. Kandi kitemu bwire ki?.,nyn,bean,ug,2017-11-22 16:14:33+00:00,"I am the ground of my life, and I am the ground of my life, and I go to heaven with all my heart, and what is the word of Christ?"
3852958,"E  Ente Yangye Ezimbire Omuhako Ngugishasha Yaheza Ebiro Bibiri Etakurya,",nyn,cattle,ug,2017-11-22 16:18:03+00:00,"In the meantime, I'm going to get a new one, and I'm going to have two more meals."
3852962,S ASANTENI SANA KWA KUNISAIDIA.,swa,,ke,2017-11-22 16:18:34+00:00,Thank you very much to the church.
3853003,S n dawa gani mtu anapea kuku wkt wanakoloma,swa,poultry,ke,2017-11-22 16:21:03+00:00,What kind of a person gives a chicken to a woman in Rome?
3853012,"Nimepanda vitunguu kama mara tatu lakini badala ya kumea, vinaungua. Shida ni gani na nitaisuluhishaje?",swa,onion,ke,2017-11-22 16:21:57+00:00,"I've planted the apples about three times but instead of biting, they are burning."
3853012,"Nimepanda vitunguu kama mara tatu lakini badala ya kumea, vinaungua. Shida ni gani na nitaisuluhishaje?",swa,guava,ke,2017-11-22 16:21:57+00:00,"I've planted the apples about three times but instead of biting, they are burning."
3853039,E yezunise kabuyasa.,nyn,,ug,2017-11-22 16:23:16+00:00,It's a joy to be alive.
3853083,JOY ANAULIZA WANGU HATAKI KUNYONYESHA NIFANYE NA NINA NDAMA MCHANGA JIBU KWANGU MIMI,swa,cattle,ke,2017-11-22 16:26:02+00:00,JOY ANNAULIZA MY JOY is NOT to be confused with my mother and my brother.
3853093,"Tom anauliza: je nita weka top,tresing maendi kwa shamba baada ya kupalili ama tusaidiane pamoja.",swa,maize,ke,2017-11-22 16:26:23+00:00,"Tom asks: ""Will I go to the top, to the countryside after we play, or help each other out?"""
3853095,S.Miraa n drugs ama?,swa,miraa,ke,2017-11-22 16:26:24+00:00,Do you take drugs or drugs?
3853179,S measurements za kupanda mahind n wot by wot?,swa,maize,ke,2017-11-22 16:32:59+00:00,S measurements for planting mahind n wot by wot?
3853254,E# NIMBUZA EBEYI YE MONDI ZIMERIRE BUTI ESHAHO NIZINGAHE NDI  DISMA MURYARUHANZI VILAGE,nyn,,ug,2017-11-22 16:37:01+00:00,E# NIMBUSA ABBY'S FAMILY to plant the seeds of SHAHO NIZGAHE and DISMA MURYARUHANZI VILLAGE
3853273,Swali.mahindi yangu majani yake yanasinyaa nitumie dawa gani,swa,maize,ke,2017-11-22 16:38:21+00:00,Swali.my turkey leaves are black and white and what kind of medicine should I use?
3853284,E    EMITI  OBUKONKO  BURIKUZAMU  NO  BUFUHIZA  MUBAZI KI,nyn,,ug,2017-11-22 16:38:48+00:00,E EITI OUKONKO is a book about education and training.
3853312,E: Ente Yangye Eine Eshundo Zizimbire Ahamaisho Bwenu Nkoreki,nyn,cattle,ug,2017-11-22 16:40:59+00:00,E: Ente Yangye Eine Eshundo Zizimbire Ahamaisho Bwenu Nkoreki is also available.
3853324,E ENJURA NEHWAYO RYARI?,nyn,,ug,2017-11-22 16:41:39+00:00,What about Enjura Newhayo Ryari?
3853325,s je? mnaweza kupanda sukuma kwa maji ya chumvi,swa,,ke,2017-11-22 16:41:40+00:00,Can you climb sukuma with salt water?
3853331,S Kuku moja mwenye akokaribu kutaga ni shilingi ngapi?,swa,poultry,ke,2017-11-22 16:41:52+00:00,How many shillings does a chicken with a toast cost?
3853335,s mimea ya maize katika  shamba langu kuna viwavi wengi. sasa  nifanye?,swa,plant,ke,2017-11-22 16:42:02+00:00,There are a lot of bees in my farm. what should I do now?
3853343,E nitugata emibazi yebihiigwa,nyn,,ug,2017-11-22 16:42:30+00:00,It's worth noting that there are many ways to do this.
3853356,Hello Wefarm?niko na kuku wangu wana vidonda kwa mdomo sasa nifanye?,swa,poultry,ke,2017-11-22 16:43:21+00:00,Hello Wefarm?who and my chicken have mouth sores now should I do?
3853367,"E Omwaani Kugira Gukure Kurungi Nikugukoranta, Haza Amababi Nigatukura.",nyn,coffee,ug,2017-11-22 16:43:44+00:00,"E Omwaani In order to grow well Nikugukoranta, Haza Amababi Nigatukura."
3853381,s.niulize swali,swa,,ke,2017-11-22 16:44:29+00:00,s.niulize the question.
3853451,S MOSES WAMALWA:KUKU WAKO Na Blacksport Kwa Midomo Dawa Nini?  Jibu Lako Likifwatiwa Kwa 25.,swa,poultry,ke,2017-11-22 16:47:26+00:00,S MOSES ANSWER:What are your chicken and blacksport oral medicines?
3853456,Nataka Kufunga Kuku Wa Kieyenji.,swa,poultry,ke,2017-11-22 16:47:31+00:00,I want to make a Kieyenji Chicken.
3853456,Nataka Kufunga Kuku Wa Kieyenji.,swa,cereal,ke,2017-11-22 16:47:31+00:00,I want to make a Kieyenji Chicken.
3853472,E#.nimbuza.ebeeyiyebihimba.mix.eri.ahari.zingahi?ndi.Nkunda.kuruga.kamwengye,nyn,,ug,2017-11-22 16:48:32+00:00,E#.nimbuza.ebeeyiyebihimba.mix.eri.ahari.zingahi?ndi.Nkunda.kuruga.kamwengye is the name of the game.
3853503,"E yell0, Ninyenda kumanya  ekitongore kya wefarm kikatandika ryari kandi office yanyu neshangwihi omuri Rubanda District.",nyn,,ug,2017-11-22 16:49:45+00:00,"E yell0, I would like to know when the business of the wefarm will start and when your office will be located nearby in the Rubanda District."
3853542,E ente yangye yahendeka ngihe mubaziki,nyn,cattle,ug,2017-11-22 16:51:23+00:00,And that's why I'm here to help my client.
3853547,E Rodgers  nyowe nbyomurisa nyine embuzi 6 hamwe nente 1,nyn,goat,ug,2017-11-22 16:51:41+00:00,"In Rodgers, you've got 6 goats and 1 tail."
3853557,Dawa ya vitunguu ni gani wakati vinaungua.,swa,onion,ke,2017-11-22 16:52:12+00:00,Treatments can even be taken when they're burned.
3853597,S nikipanda viazi vitamu havifanyi vizuri je kuna mbolea?ama nifanyeje?,swa,sweet-potato,ke,2017-11-22 16:53:52+00:00,"If I don't plant potatoes, the vitamin doesn't work well, is there milk? or what should I do?"
3853597,S nikipanda viazi vitamu havifanyi vizuri je kuna mbolea?ama nifanyeje?,swa,potato,ke,2017-11-22 16:53:52+00:00,"If I don't plant potatoes, the vitamin doesn't work well, is there milk? or what should I do?"
3853603,E OBWANA BUTO BWEMBUUZI NOBUHAMEREKI WENDA NGUBUKURE MANGU,nyn,,ug,2017-11-22 16:54:09+00:00,I'm going to buy a business in the United States with my book.
3853605,S.Nawezakupa soko ya simsim {ufuta} wapi?,swa,sesame,ke,2017-11-22 16:54:18+00:00,S. Where can I give you a simsim?
3853635,E Nimbuza hati ebicoori ebisyaka ni shilling zingahi,nyn,maize,ug,2017-11-22 16:55:30+00:00,I asked him how many shillings there were.
3853645,E SESON EGI EBICOORI NIBIZA KUGURA ZINGAHI?,nyn,maize,ug,2017-11-22 16:55:59+00:00,How many times does an epileptic seizure take place?
3853649,Q:Jerry unatoka pande gani,swa,,ke,2017-11-22 16:56:13+00:00,Q:Where did Jerry come from?
3853657,E# LUKENGE INNOCENT DAGALA KI RYE NKOZESA OKUFUWIRA KASOLI,lug,maize,ug,2017-11-22 16:56:31+00:00,E# LUKENGE INNOCENT DAGALA and RYE NKOZESA have been killed by KASOLI.
3853660,E Nabaninyenda Kutunga Embuzi Mpago Nkagimanyira Nkahe Indi Byomugabe Allan.,nyn,goat,ug,2017-11-22 16:56:45+00:00,"And I wanted to make a goat for a goat, so I knew how much Allan wanted."
3853666,Charles buuza: Nsobola kukabalira mwanyi bisera ki?Ddamu ne E39 kuntandikwa yobubaka bwo,lug,coffee,ug,2017-11-22 16:57:01+00:00,"Charles asks, ""How long can I forgive my wife?"""
3853672,Maharagwe yanakuwa manjano nitumie dawa gani?.,swa,bean,ke,2017-11-22 16:57:08+00:00,What kind of medication should I use to treat peanut butter?
3853681,Robert anauliza: Miraa n drugs ama? Jibu S25 ikifuatiwa na jibu lako.SAIDA ENYEWE NI KAMA MIADARATI ASANTE,swa,miraa,ke,2017-11-22 16:57:32+00:00,"Robert asks, ""Are you on drugs or not?"" The answer to S25 is followed by your answer."
3853726,E Naba Nimbuza Okunakutunga Omubazi Gwokuma Kwemondi.,nyn,,ug,2017-11-22 16:59:30+00:00,Naba Nimbuza has asked to build an emergency shelter.
3853731,E kundahinga emondi ziroma zitakezire  nahabwenki,nyn,,ug,2017-11-22 16:59:50+00:00,"In the meantime, the Roman emperor had to leave the city of Nahabwenki."
3853784,E OBUTUNDA OKURAGARIKA EBIRABWO NIKIRETWAKI KANDI KAKOLESA MUBAZI KI?,nyn,passion-fruit,ug,2017-11-22 17:02:17+00:00,Why do I have to be religious or religious?
3853808,E taremwa samuel nimbuza ngu enkoko ezejjungu eziratera amahuri orunaku ekoko emwe orunakku {1} netera amahuri agahi.,nyn,chicken,ug,2017-11-22 17:03:08+00:00,"E taremwa samuel nimbuza is a chicken of the chicken family that produces one or two eggs, one or two eggs, and one or two eggs."
3853832,E: Nimbuza Kuninyenda Kuhinga Obutunguru Nabuhinga Okukwezi Kwa 11 Nibwera   E. Nahinga Obutunguru  Nimbushuka Omubazi    Ninye Friday Matia Omuhingi.,nyn,onion,ug,2017-11-22 17:04:02+00:00,E: I'm going to go to school on the 11th and I'm coming to school on the 11th and I'm going to school on the 11th and I'm going to school on the 11th and I'm going to school on the 11th and I'm going to school on the 11th and I'm going to school on the 11th and I'm going to school on the 11th and I'm going to school on the 11th and I'm going to school on the 11th and I'm going to school on the 11th and I'm going to school on the 11th and I'm going to school on the 11th and I'm going to school on the 11th and I'm going to school on the 11th.
3853838,E  EBEYI  YA  KIROYAMUHOGO  NI  ZIGAHE  KUNU  KYENJOJO  NI  Sh  600  DI  AMBROSE  KYENJOJO,nyn,,ug,2017-11-22 17:04:33+00:00,The price of rice and beans is $600 for Ambrose Joy.
3853856,E BIHIMBA NIBATUSERA BATUHA AKASENTE KAKYE 20000/= TUKOLEKII?,nyn,bean,ug,2017-11-22 17:05:28+00:00,What will we do to help people with 20000 subscribers?
3853868,E Enkoko zaba zirisamura omubazi ozisere panado mumezi,nyn,chicken,ug,2017-11-22 17:06:11+00:00,E Enkoko became obsessed with a bus driver and had eight panades in a month.
3853879,S.Nani Ako na sungura ya kuuza sehemu ya kericho??,swa,rabbit,ke,2017-11-22 17:06:41+00:00,S.Who is Ako with the rabbit to sell a piece of kericho??
3853898,E ebihimba biriharirukaga  natanu  mikix NTAR NDI FRED,nyn,bean,ug,2017-11-22 17:07:49+00:00,E'bihimba biharirukaga and natanu mikix NTAR AND FRED are the only ones who can do this.
3853902,E.Ahabwekyi mwibyara gyebihimba naguziire  Embiboyebihimba . Aha3000sh kiro1 .hati.mwisharura .nibangura.1200sh kiro1.nikyiretwakyi?jeradi kuruga kyiruhura.,nyn,,ug,2017-11-22 17:08:05+00:00,E. Ahabwekyi  youbyara gyebihimba naguziire Embiboyebihimba . Aha3000sh kilo1 .hati.mwisharura .nibangura.1200sh kilo1.nikyiretwakyi?jeradi kuruga kyiruhura.
3853906,E# Milton Nibuza Okwe Ebihimba Nibigura Bita kandi nibihimbaki? tel 0754745138 naga 0788791368.,nyn,bean,ug,2017-11-22 17:08:15+00:00,E# Milton Nibuza Okwe Ebihimba Nibigura Bita and also nibihimbaki? tel 0754745138 naga 0788791368.
3853934,E Nimbuza hati ebicoori ebisyaka ni shilling zingahi,nyn,maize,ug,2017-11-22 17:09:29+00:00,I asked him how many shillings there were.
3853949,Vifaranga Wangu Hawana Manyoya Niwafanye Nini,swa,chicken,ke,2017-11-22 17:10:08+00:00," I don't have any money, what can I do with it?"
3853976,E waba noyenda kuhinga ebitakuri omukyisharara nobihinga mubwirenci kureba ngu bwanyera?,nyn,sweet-potato,ug,2017-11-22 17:11:49+00:00,Have you ever wanted to do something that would make you feel better and make you feel better?
3853978,S ni nini husababisha mashimoshimo kwa maharagwe,swa,bean,ke,2017-11-22 17:11:56+00:00,What causes mashimoshimo in beans?
3854006,Q..natafuta vifaranga vya GUINEA FOWLS..GEESE..PIGEONS..QUAILS..nitazipataje?,swa,chicken,ke,2017-11-22 17:13:48+00:00,"Q. Are you looking for Guinea fowl, geese, pigeons, quails, and what are you looking for?"
3854008,"E, nyine orutokye rwangye nirurebeka kubi bwenu ninshaba mundagirire ekyindarutemu thankxxx",nyn,,ug,2017-11-22 17:13:48+00:00,"Yes, I'm the one who's looking at you and I'm looking forward to seeing you again."
3854024,E WATER MELON WABA OTAYARILE NIZIKULA ZIBONERA?,nyn,watermelon,ug,2017-11-22 17:14:38+00:00,Is the water melon ready for Christmas?
3854027,NATAKA KUANZA BIASHARA YA KUFUGA KUKU NITAANZA NA KUKU WA AINA GANI? NA NIKO NA SHILLINGI 5000.,swa,poultry,ke,2017-11-22 17:14:48+00:00,"I'm trying to figure out what I'm going to do with this one, and I'm going to have 5,000 shillings."
3854027,NATAKA KUANZA BIASHARA YA KUFUGA KUKU NITAANZA NA KUKU WA AINA GANI? NA NIKO NA SHILLINGI 5000.,swa,cereal,ke,2017-11-22 17:14:48+00:00,"I'm trying to figure out what I'm going to do with this one, and I'm going to have 5,000 shillings."
3854038,E#  Obutunguru  Nibwera  Koka Noha  Manyuwa  Ehikemu Munoga Kandi  Itaka  Riberi  Orushenyi  E137  Oterere  0783584376,nyn,onion,ug,2017-11-22 17:15:24+00:00,E# Obutunguru Nibwera Koka Noha Manyuwa Ehikemu Munoga Kandi Itaka Riberi Orushenyi E137 Oterere 0783584376 is the name of the bird that is found in the world.
3854074,s mbata mzinga nawexa pata wapi?.,swa,turkey,ke,2017-11-22 17:16:54+00:00,Where's my bike and where's my bike?
3854078,E KALE KATUBIBIKE KONKA ABAGUZI NIMWE MUBIRE NIMUBIGU BITAKOMIRE,nyn,,ug,2017-11-22 17:17:09+00:00,"In the past, we've had a lot of problems with our friends and colleagues."
3854085,E  waba nonyenda emitumba enyirire kandi enyane ekyitookye kyihango kandi otaine eshente zokungura manure nokoranki?,nyn,banana,ug,2017-11-22 17:17:31+00:00,Was he traveling in the middle of a long and narrow streets and had enough money to buy manure and corn?
3854086,S dawa gani upewa mbuzi akiedesha?,swa,goat,ke,2017-11-22 17:17:32+00:00,What kind of medicine do you give a goat?
3854117,E Nyine omwani abaguzi nimbabona.,nyn,coffee,ug,2017-11-22 17:18:58+00:00,I'm the only one who can see the customers.
3854150,E Ninguza Ebicori Ebibisi Ebyomumusiri Orikubyenda Ateere Egi 0785975052 NDI SIMON K,nyn,maize,ug,2017-11-22 17:20:34+00:00,E Nobodyza Ebicori Ebibisi Mysteries Orikubenda Ateere Egi 0785975052 by SIMON K
3854152,S Kutoa maua kwenye viazi inasaidia nini?,swa,potato,ke,2017-11-22 17:20:39+00:00,What is the benefit of giving flowers to the eggplant?
3854161,E narya watermeroni nkihamu obusigo nkabubyara buramera ninga tiburamera ndabukoranta kwenda ngu bumere,nyn,watermelon,ug,2017-11-22 17:21:06+00:00,The watermeronies grow as seeds and grow as a shrub growing from seed to seed.
3854171,E.omwaani gwangye ningureberera kurungi bitu gwahisya emyaka 3 gutakurabya ngukorereki?.,nyn,coffee,ug,2017-11-22 17:21:54+00:00,E. Who am I to look at the good that has brought us 3 years of hard work?
3854173,S nikitaka vifaranga wangu wasikufe niwalee vipi?,swa,chicken,ke,2017-11-22 17:21:59+00:00,"If I want my money to be cooked, how can I do it?"
3854177,"S,nataka kufuga kuku wa nyama kiwango cha 100  je nitajenga nyumba ya  hao kuku.je ni futi  ngapi kwa ngapi square.",swa,cereal,ke,2017-11-22 17:22:07+00:00,"S,I'd like to grow a 100 degree chicken pie and I'll build your house with chicken.I'll have a few feet per square foot."
3854177,"S,nataka kufuga kuku wa nyama kiwango cha 100  je nitajenga nyumba ya  hao kuku.je ni futi  ngapi kwa ngapi square.",swa,poultry,ke,2017-11-22 17:22:07+00:00,"S,I'd like to grow a 100 degree chicken pie and I'll build your house with chicken.I'll have a few feet per square foot."
3854177,"S,nataka kufuga kuku wa nyama kiwango cha 100  je nitajenga nyumba ya  hao kuku.je ni futi  ngapi kwa ngapi square.",swa,animal,ke,2017-11-22 17:22:07+00:00,"S,I'd like to grow a 100 degree chicken pie and I'll build your house with chicken.I'll have a few feet per square foot."
3854226,E omwani obutagi kanibutaho obukono bwinji nobwokuhaguraho bwona nishaba mumpabure,nyn,coffee,ug,2017-11-22 17:24:21+00:00,He is the only one who has the ability to give me a lot of skills and a willingness to give it all back to me.
3854247,Nyowe nyine orutokye kwonka kajunde.eremire omurutokye rwangye.,nyn,,ug,2017-11-22 17:25:26+00:00,I'm the one who's going to be the one who's going to be the one who's going to be the one who's going to be the one who's going to be the one who's going to be the one who's going to be the one who's going to be the one who's going to be the one who's going to be the one who's going to be the one who's going to be the one who's going to be the one who's going to be the one who's going to be the one who's going to be the one who's going to be the one.
3854248,E OMUTUMBA  GUSHEMERIRE KUSIGARANA EBYAANA BINGAHI  WAABA ORAGUSHARIRA?,nyn,,ug,2017-11-22 17:25:29+00:00,Is it right for a human being to trust each other as much as his father Oragusharyra?
3854268,S mvua ya asidi ina madhara gani kwa mimea?,swa,plant,ke,2017-11-22 17:26:14+00:00,What effect does acid rain have on plants?
3854286,"E Ninye Kahesi Samson Nimbuuza Enyanya Zangye Kazatandika Kurabya Nimubaziki Ogunakubasa Kugura  Kwenda Ngu Zikahanguha Munyanbe Bantumwe,ninye kahesi ibanda.",nyn,tomato,ug,2017-11-22 17:27:04+00:00,"E Ninye Kahesi Samson Nimbuze My Friend Kazatandika Kurabya Nimubaziki Ogunakubasa to buy to go by Zikahanguha Munyanse Bantumwe, who is also the head of the band."
3854290,E Ebihimba Nizigahe?,nyn,bean,ug,2017-11-22 17:27:08+00:00,What is Ebihimba Nizigahe?
3854335,"E# Omwani ,nayeza Nkungubyara Ningureberera Ita? Kwenda Ngunkure Nkurungi.",nyn,coffee,ug,2017-11-22 17:29:25+00:00,"E# Omwani , or Nkungubyara I'm looking forward to?"
